Call_Id,Agent,Topic,Resolved,Speed_of_answer_in_seconds,Satisfaction_rating,Datetime,Answered,TalkDurationSeconds
ID2510,Greg,Contract related,1,33.0,1.0,2021-02-13 12:47:31,1,226.0
ID2511,Greg,Contract related,1,63.0,5.0,2021-02-13 12:53:17,1,313.0
ID2512,Greg,Technical Support,1,54.0,1.0,2021-02-13 12:53:17,1,178.0
ID2513,Greg,Admin Support,0,,,2021-02-13 13:13:26,0,
ID2514,Greg,Technical Support,1,91.0,2.0,2021-02-13 13:13:26,1,222.0
ID2515,Becky,Payment related,1,89.0,4.0,2021-02-13 13:16:19,1,255.0
ID2516,Joe,Payment related,1,75.0,5.0,2021-02-13 13:16:19,1,279.0
ID2517,Greg,Streaming,1,54.0,4.0,2021-02-13 13:30:43,1,35.0
ID2518,Stewart,Payment related,1,43.0,3.0,2021-02-13 13:30:43,1,188.0
ID2519,Stewart,Admin Support,1,45.0,4.0,2021-02-13 14:28:19,1,413.0
ID2520,Martha,Payment related,1,79.0,5.0,2021-02-13 14:28:19,1,31.0
ID2521,Joe,Technical Support,1,27.0,3.0,2021-02-13 14:39:50,1,194.0
ID2522,Diane,Payment related,1,59.0,3.0,2021-02-13 14:39:50,1,333.0
ID2523,Stewart,Contract related,0,70.0,4.0,2021-02-13 15:14:24,1,52.0
ID2524,Dan,Payment related,0,92.0,5.0,2021-02-13 15:14:24,1,86.0
ID2525,Greg,Technical Support,1,96.0,2.0,2021-02-13 15:33:07,1,275.0
ID2526,Becky,Streaming,1,79.0,5.0,2021-02-13 15:33:07,1,310.0
ID2527,Greg,Admin Support,1,115.0,5.0,2021-02-13 15:57:36,1,65.0
ID2528,Jim,Payment related,1,71.0,3.0,2021-02-13 15:57:36,1,346.0
ID2529,Martha,Streaming,0,,,2021-02-13 16:16:19,0,
ID2530,Stewart,Payment related,0,124.0,4.0,2021-02-13 16:16:19,1,341.0
ID2531,Diane,Payment related,0,,,2021-02-13 16:50:53,0,
ID2532,Joe,Contract related,1,35.0,5.0,2021-02-13 16:50:53,1,31.0
ID2533,Dan,Contract related,1,106.0,3.0,2021-02-13 17:18:14,1,202.0
ID2534,Dan,Contract related,1,32.0,4.0,2021-02-13 17:18:14,1,213.0
ID2535,Jim,Payment related,1,119.0,4.0,2021-02-14 09:07:12,1,258.0
ID2536,Greg,Contract related,1,112.0,2.0,2021-02-14 09:07:12,1,269.0
ID2537,Stewart,Technical Support,1,49.0,1.0,2021-02-14 09:38:53,1,250.0
ID2538,Stewart,Contract related,0,,,2021-02-14 09:38:53,0,
ID2539,Joe,Admin Support,1,74.0,3.0,2021-02-14 09:46:05,1,294.0
ID2540,Greg,Streaming,0,117.0,4.0,2021-02-14 09:46:05,1,165.0
ID2541,Jim,Contract related,0,,,2021-02-14 09:48:58,0,
ID2542,Diane,Admin Support,1,40.0,1.0,2021-02-14 09:48:58,1,411.0
ID2543,Martha,Contract related,1,87.0,5.0,2021-02-14 10:24:58,1,293.0
ID2544,Martha,Streaming,1,58.0,4.0,2021-02-14 10:24:58,1,84.0
ID2545,Becky,Technical Support,1,84.0,4.0,2021-02-14 10:30:43,1,360.0
ID2546,Jim,Payment related,1,54.0,2.0,2021-02-14 10:30:43,1,137.0
ID2547,Dan,Contract related,1,13.0,5.0,2021-02-14 10:52:19,1,336.0
ID2548,Diane,Technical Support,0,,,2021-02-14 10:52:19,0,
ID2549,Jim,Technical Support,1,42.0,4.0,2021-02-14 11:54:14,1,36.0
ID2550,Stewart,Payment related,1,12.0,1.0,2021-02-14 11:54:14,1,156.0
ID2551,Diane,Admin Support,1,13.0,3.0,2021-02-14 12:31:41,1,280.0
ID2552,Greg,Contract related,0,,,2021-02-14 12:31:41,0,
ID2553,Diane,Streaming,1,100.0,5.0,2021-02-14 12:41:46,1,191.0
ID2554,Joe,Payment related,1,70.0,2.0,2021-02-14 12:41:46,1,70.0
ID2555,Stewart,Streaming,0,,,2021-02-14 12:57:36,0,
ID2556,Jim,Technical Support,0,,,2021-02-14 12:57:36,0,
ID2557,Becky,Technical Support,1,102.0,4.0,2021-02-14 13:13:26,1,353.0
ID2558,Becky,Technical Support,1,82.0,3.0,2021-02-14 13:13:26,1,199.0
ID2559,Joe,Streaming,0,24.0,5.0,2021-02-14 13:26:24,1,247.0
ID2560,Stewart,Admin Support,1,10.0,5.0,2021-02-14 13:26:24,1,99.0
ID2561,Jim,Payment related,0,,,2021-02-14 13:46:34,0,
ID2562,Stewart,Streaming,1,80.0,1.0,2021-02-14 13:46:34,1,301.0
ID2563,Stewart,Technical Support,1,63.0,4.0,2021-02-14 13:50:53,1,374.0
ID2564,Greg,Contract related,1,43.0,4.0,2021-02-14 13:50:53,1,413.0
ID2565,Dan,Payment related,0,,,2021-02-14 14:21:07,0,
ID2566,Diane,Payment related,1,87.0,4.0,2021-02-14 14:21:07,1,122.0
ID2567,Joe,Technical Support,1,125.0,4.0,2021-02-14 14:24:00,1,364.0
ID2568,Stewart,Payment related,1,56.0,1.0,2021-02-14 14:24:00,1,232.0
ID2569,Greg,Payment related,1,88.0,3.0,2021-02-14 14:49:55,1,226.0
ID2570,Jim,Payment related,1,45.0,4.0,2021-02-14 14:49:55,1,77.0
ID2571,Dan,Technical Support,1,24.0,4.0,2021-02-14 14:51:22,1,121.0
ID2572,Jim,Contract related,1,23.0,5.0,2021-02-14 14:51:22,1,252.0
ID2573,Becky,Payment related,1,66.0,5.0,2021-02-14 15:34:34,1,407.0
ID2574,Martha,Admin Support,0,,,2021-02-14 15:34:34,0,
ID2575,Joe,Streaming,1,67.0,4.0,2021-02-14 16:27:50,1,95.0
ID2576,Becky,Technical Support,1,39.0,1.0,2021-02-14 16:27:50,1,314.0
ID2577,Becky,Streaming,1,70.0,1.0,2021-02-14 16:37:55,1,39.0
ID2578,Jim,Admin Support,1,40.0,5.0,2021-02-14 16:37:55,1,399.0
ID2579,Stewart,Contract related,0,,,2021-02-14 16:37:55,0,
ID2580,Martha,Admin Support,1,28.0,3.0,2021-02-14 16:37:55,1,386.0
ID2581,Joe,Technical Support,1,107.0,2.0,2021-02-14 16:50:53,1,219.0
ID2582,Stewart,Payment related,1,62.0,4.0,2021-02-14 16:50:53,1,282.0
ID2583,Diane,Technical Support,1,80.0,4.0,2021-02-14 16:53:46,1,260.0
ID2584,Stewart,Contract related,1,63.0,3.0,2021-02-14 16:53:46,1,186.0
ID2585,Becky,Technical Support,1,36.0,3.0,2021-02-14 17:09:36,1,318.0
ID2586,Dan,Contract related,1,64.0,3.0,2021-02-14 17:09:36,1,125.0
ID2587,Greg,Contract related,1,110.0,3.0,2021-02-14 17:09:36,1,343.0
ID2588,Jim,Admin Support,1,43.0,3.0,2021-02-14 17:09:36,1,382.0
ID2589,Jim,Technical Support,1,76.0,5.0,2021-02-14 17:11:02,1,284.0
ID2590,Joe,Technical Support,1,45.0,2.0,2021-02-14 17:11:02,1,149.0
ID2591,Martha,Streaming,0,109.0,3.0,2021-02-14 17:36:58,1,72.0
ID2592,Joe,Streaming,1,68.0,4.0,2021-02-14 17:36:58,1,414.0
ID2593,Greg,Contract related,0,99.0,1.0,2021-02-14 17:42:43,1,414.0
ID2594,Dan,Contract related,1,27.0,4.0,2021-02-14 17:42:43,1,245.0
ID2595,Greg,Streaming,1,14.0,3.0,2021-02-15 09:00:00,1,58.0
ID2596,Greg,Admin Support,1,81.0,3.0,2021-02-15 09:00:00,1,261.0
ID2597,Dan,Admin Support,1,24.0,3.0,2021-02-15 09:33:07,1,187.0
ID2598,Dan,Contract related,1,13.0,1.0,2021-02-15 09:33:07,1,348.0
ID2599,Becky,Technical Support,1,89.0,1.0,2021-02-15 10:01:55,1,53.0
ID2600,Becky,Streaming,1,103.0,4.0,2021-02-15 10:01:55,1,357.0
ID2601,Jim,Payment related,1,103.0,3.0,2021-02-15 10:01:55,1,228.0
ID2602,Greg,Payment related,0,,,2021-02-15 10:01:55,0,
ID2603,Stewart,Contract related,0,59.0,3.0,2021-02-15 10:20:38,1,211.0
ID2604,Joe,Payment related,1,113.0,3.0,2021-02-15 10:20:38,1,98.0
ID2605,Diane,Contract related,1,69.0,2.0,2021-02-15 11:12:29,1,112.0
ID2606,Diane,Technical Support,1,69.0,2.0,2021-02-15 11:12:29,1,111.0
ID2607,Becky,Technical Support,0,11.0,4.0,2021-02-15 11:34:05,1,307.0
ID2608,Dan,Contract related,1,75.0,2.0,2021-02-15 11:34:05,1,251.0
ID2609,Jim,Technical Support,0,24.0,5.0,2021-02-15 11:41:17,1,152.0
ID2610,Becky,Admin Support,1,124.0,3.0,2021-02-15 11:41:17,1,368.0
ID2611,Greg,Admin Support,1,32.0,5.0,2021-02-15 11:45:36,1,154.0
ID2612,Stewart,Admin Support,1,105.0,5.0,2021-02-15 11:45:36,1,394.0
ID2613,Becky,Technical Support,0,,,2021-02-15 11:48:29,0,
ID2614,Jim,Payment related,1,94.0,4.0,2021-02-15 11:48:29,1,63.0
ID2615,Joe,Contract related,1,107.0,4.0,2021-02-15 12:07:12,1,136.0
ID2616,Diane,Admin Support,1,79.0,5.0,2021-02-15 12:07:12,1,333.0
ID2617,Dan,Contract related,0,,,2021-02-15 12:21:36,0,
ID2618,Becky,Admin Support,1,59.0,4.0,2021-02-15 12:21:36,1,125.0
ID2619,Dan,Technical Support,0,117.0,3.0,2021-02-15 12:38:53,1,294.0
ID2620,Martha,Streaming,1,37.0,3.0,2021-02-15 12:38:53,1,111.0
ID2621,Dan,Admin Support,1,94.0,4.0,2021-02-15 13:00:29,1,320.0
ID2622,Becky,Technical Support,1,120.0,1.0,2021-02-15 13:00:29,1,165.0
ID2623,Jim,Contract related,0,,,2021-02-15 13:26:24,0,
ID2624,Martha,Streaming,1,50.0,2.0,2021-02-15 13:26:24,1,407.0
ID2625,Becky,Payment related,1,47.0,5.0,2021-02-15 13:39:22,1,148.0
ID2626,Stewart,Streaming,0,,,2021-02-15 13:39:22,0,
ID2627,Dan,Admin Support,1,118.0,5.0,2021-02-15 13:42:14,1,173.0
ID2628,Becky,Admin Support,0,,,2021-02-15 13:42:14,0,
ID2629,Greg,Technical Support,0,,,2021-02-15 14:28:19,0,
ID2630,Jim,Technical Support,1,14.0,5.0,2021-02-15 14:28:19,1,73.0
ID2631,Dan,Technical Support,1,88.0,3.0,2021-02-15 14:29:46,1,69.0
ID2632,Joe,Streaming,1,124.0,4.0,2021-02-15 14:29:46,1,52.0
ID2633,Diane,Payment related,1,18.0,5.0,2021-02-15 14:44:10,1,48.0
ID2634,Dan,Admin Support,1,22.0,3.0,2021-02-15 14:44:10,1,125.0
ID2635,Jim,Technical Support,0,,,2021-02-15 14:51:22,0,
ID2636,Becky,Streaming,1,94.0,5.0,2021-02-15 14:51:22,1,378.0
ID2637,Becky,Technical Support,0,54.0,3.0,2021-02-15 14:57:07,1,216.0
ID2638,Greg,Contract related,0,44.0,5.0,2021-02-15 14:57:07,1,197.0
ID2639,Greg,Admin Support,1,28.0,3.0,2021-02-15 15:46:05,1,263.0
ID2640,Jim,Payment related,1,103.0,3.0,2021-02-15 15:46:05,1,192.0
ID2641,Joe,Technical Support,1,25.0,4.0,2021-02-15 15:47:31,1,47.0
ID2642,Becky,Streaming,0,,,2021-02-15 15:47:31,0,
ID2643,Jim,Streaming,1,84.0,3.0,2021-02-15 16:01:55,1,250.0
ID2644,Dan,Streaming,1,36.0,4.0,2021-02-15 16:01:55,1,237.0
ID2645,Becky,Payment related,0,,,2021-02-15 17:11:02,0,
ID2646,Stewart,Payment related,1,42.0,4.0,2021-02-15 17:11:02,1,221.0
ID2647,Dan,Streaming,1,124.0,3.0,2021-02-15 17:18:14,1,231.0
ID2648,Stewart,Technical Support,1,99.0,5.0,2021-02-15 17:18:14,1,220.0
ID2649,Diane,Streaming,1,124.0,5.0,2021-02-15 17:19:41,1,263.0
ID2650,Greg,Admin Support,1,55.0,5.0,2021-02-15 17:19:41,1,385.0
ID2651,Dan,Admin Support,0,,,2021-02-15 17:45:36,0,
ID2652,Jim,Payment related,0,,,2021-02-15 17:45:36,0,
ID2653,Greg,Admin Support,1,64.0,2.0,2021-02-16 09:07:12,1,306.0
ID2654,Diane,Technical Support,1,82.0,2.0,2021-02-16 09:07:12,1,294.0
ID2655,Diane,Streaming,1,50.0,4.0,2021-02-16 10:04:48,1,199.0
ID2656,Stewart,Contract related,1,100.0,4.0,2021-02-16 10:04:48,1,222.0
ID2657,Jim,Admin Support,1,26.0,3.0,2021-02-16 10:23:31,1,414.0
ID2658,Dan,Payment related,1,75.0,2.0,2021-02-16 10:23:31,1,254.0
ID2659,Greg,Technical Support,1,26.0,3.0,2021-02-16 10:30:43,1,388.0
ID2660,Dan,Payment related,1,21.0,3.0,2021-02-16 10:30:43,1,308.0
ID2661,Stewart,Admin Support,1,53.0,1.0,2021-02-16 10:30:43,1,31.0
ID2662,Greg,Streaming,1,109.0,3.0,2021-02-16 10:30:43,1,157.0
ID2663,Becky,Streaming,1,108.0,3.0,2021-02-16 11:06:43,1,364.0
ID2664,Stewart,Contract related,1,58.0,5.0,2021-02-16 11:06:43,1,316.0
ID2665,Stewart,Payment related,1,14.0,5.0,2021-02-16 11:12:29,1,351.0
ID2666,Martha,Contract related,1,74.0,4.0,2021-02-16 11:12:29,1,331.0
ID2667,Jim,Contract related,0,,,2021-02-16 11:18:14,0,
ID2668,Jim,Streaming,1,54.0,5.0,2021-02-16 11:18:14,1,166.0
ID2669,Greg,Streaming,1,18.0,4.0,2021-02-16 11:26:53,1,223.0
ID2670,Joe,Payment related,1,39.0,3.0,2021-02-16 11:26:53,1,373.0
ID2671,Martha,Payment related,1,31.0,1.0,2021-02-16 12:10:05,1,197.0
ID2672,Diane,Technical Support,1,118.0,3.0,2021-02-16 12:10:05,1,300.0
ID2673,Diane,Payment related,0,,,2021-02-16 12:50:24,0,
ID2674,Joe,Contract related,1,118.0,3.0,2021-02-16 12:50:24,1,358.0
ID2675,Jim,Payment related,1,69.0,4.0,2021-02-16 13:03:22,1,217.0
ID2676,Greg,Payment related,1,125.0,5.0,2021-02-16 13:03:22,1,381.0
ID2677,Dan,Streaming,0,47.0,3.0,2021-02-16 14:26:53,1,161.0
ID2678,Joe,Payment related,1,53.0,1.0,2021-02-16 14:26:53,1,64.0
ID2679,Diane,Streaming,0,55.0,2.0,2021-02-16 14:48:29,1,277.0
ID2680,Martha,Admin Support,1,91.0,2.0,2021-02-16 14:48:29,1,330.0
ID2681,Joe,Technical Support,1,37.0,3.0,2021-02-16 14:54:14,1,323.0
ID2682,Jim,Admin Support,1,118.0,4.0,2021-02-16 14:54:14,1,293.0
ID2683,Dan,Technical Support,1,37.0,5.0,2021-02-16 15:07:12,1,336.0
ID2684,Becky,Admin Support,1,124.0,4.0,2021-02-16 15:07:12,1,244.0
ID2685,Greg,Technical Support,1,105.0,4.0,2021-02-16 15:20:10,1,95.0
ID2686,Diane,Admin Support,0,,,2021-02-16 15:20:10,0,
ID2687,Greg,Technical Support,1,36.0,1.0,2021-02-16 15:34:34,1,207.0
ID2688,Martha,Streaming,1,87.0,4.0,2021-02-16 15:34:34,1,412.0
ID2689,Becky,Technical Support,1,98.0,4.0,2021-02-16 16:04:48,1,302.0
ID2690,Dan,Admin Support,0,,,2021-02-16 16:04:48,0,
ID2691,Joe,Payment related,1,37.0,3.0,2021-02-16 16:14:53,1,171.0
ID2692,Jim,Streaming,1,65.0,1.0,2021-02-16 16:14:53,1,288.0
ID2693,Diane,Contract related,1,117.0,3.0,2021-02-16 16:24:58,1,387.0
ID2694,Dan,Streaming,1,70.0,4.0,2021-02-16 16:24:58,1,102.0
ID2695,Greg,Streaming,0,,,2021-02-16 16:29:17,0,
ID2696,Becky,Streaming,1,30.0,3.0,2021-02-16 16:29:17,1,333.0
ID2697,Becky,Technical Support,0,,,2021-02-16 16:32:10,0,
ID2698,Jim,Technical Support,0,53.0,3.0,2021-02-16 16:32:10,1,279.0
ID2699,Becky,Streaming,1,69.0,4.0,2021-02-16 17:12:29,1,311.0
ID2700,Stewart,Contract related,1,109.0,1.0,2021-02-16 17:12:29,1,250.0
ID2701,Dan,Technical Support,1,17.0,5.0,2021-02-16 17:28:19,1,42.0
ID2702,Martha,Streaming,1,109.0,4.0,2021-02-16 17:28:19,1,292.0
ID2703,Greg,Contract related,1,50.0,5.0,2021-02-16 17:31:12,1,346.0
ID2704,Becky,Admin Support,0,22.0,3.0,2021-02-16 17:31:12,1,211.0
ID2705,Diane,Contract related,1,100.0,4.0,2021-02-16 17:45:36,1,155.0
ID2706,Stewart,Streaming,1,101.0,3.0,2021-02-16 17:45:36,1,315.0
ID2707,Becky,Payment related,1,15.0,3.0,2021-02-16 17:52:48,1,169.0
ID2708,Diane,Contract related,1,59.0,5.0,2021-02-16 17:52:48,1,269.0
ID2709,Stewart,Contract related,1,93.0,3.0,2021-02-17 09:01:26,1,195.0
ID2710,Becky,Payment related,1,81.0,4.0,2021-02-17 09:01:26,1,385.0
ID2711,Jim,Admin Support,1,20.0,1.0,2021-02-17 09:17:17,1,131.0
ID2712,Greg,Contract related,1,47.0,3.0,2021-02-17 09:17:17,1,35.0
ID2713,Diane,Admin Support,0,17.0,1.0,2021-02-17 09:23:02,1,182.0
ID2714,Stewart,Payment related,0,15.0,3.0,2021-02-17 09:23:02,1,64.0
ID2715,Diane,Technical Support,1,94.0,5.0,2021-02-17 09:34:34,1,370.0
ID2716,Martha,Technical Support,1,10.0,5.0,2021-02-17 09:34:34,1,135.0
ID2717,Joe,Admin Support,1,96.0,3.0,2021-02-17 09:53:17,1,252.0
ID2718,Joe,Admin Support,1,32.0,4.0,2021-02-17 09:53:17,1,101.0
ID2719,Becky,Streaming,1,36.0,1.0,2021-02-17 09:59:02,1,302.0
ID2720,Martha,Streaming,1,50.0,5.0,2021-02-17 09:59:02,1,102.0
ID2721,Stewart,Payment related,0,,,2021-02-17 10:03:22,0,
ID2722,Martha,Payment related,1,89.0,2.0,2021-02-17 10:03:22,1,33.0
ID2723,Diane,Contract related,0,,,2021-02-17 10:36:29,0,
ID2724,Joe,Admin Support,1,114.0,5.0,2021-02-17 10:36:29,1,347.0
ID2725,Martha,Streaming,1,44.0,5.0,2021-02-17 10:43:41,1,391.0
ID2726,Joe,Admin Support,1,100.0,5.0,2021-02-17 10:43:41,1,366.0
ID2727,Jim,Payment related,0,,,2021-02-17 11:24:00,0,
ID2728,Jim,Contract related,1,70.0,4.0,2021-02-17 11:24:00,1,49.0
ID2729,Martha,Contract related,1,16.0,4.0,2021-02-17 11:24:00,1,243.0
ID2730,Becky,Admin Support,1,49.0,4.0,2021-02-17 11:24:00,1,64.0
ID2731,Joe,Streaming,1,96.0,4.0,2021-02-17 11:28:19,1,348.0
ID2732,Greg,Admin Support,1,85.0,4.0,2021-02-17 11:28:19,1,336.0
ID2733,Martha,Contract related,1,65.0,2.0,2021-02-17 11:42:43,1,329.0
ID2734,Martha,Payment related,1,67.0,4.0,2021-02-17 11:42:43,1,30.0
ID2735,Greg,Payment related,1,50.0,4.0,2021-02-17 12:05:46,1,69.0
ID2736,Becky,Streaming,0,,,2021-02-17 12:05:46,0,
ID2737,Diane,Contract related,1,79.0,3.0,2021-02-17 12:10:05,1,202.0
ID2738,Greg,Technical Support,1,107.0,4.0,2021-02-17 12:10:05,1,233.0
ID2739,Martha,Contract related,0,52.0,1.0,2021-02-17 12:11:31,1,290.0
ID2740,Jim,Streaming,0,104.0,1.0,2021-02-17 12:11:31,1,385.0
ID2741,Joe,Admin Support,0,,,2021-02-17 12:17:17,0,
ID2742,Jim,Contract related,1,63.0,1.0,2021-02-17 12:17:17,1,54.0
ID2743,Becky,Technical Support,1,79.0,4.0,2021-02-17 13:03:22,1,231.0
ID2744,Greg,Streaming,0,21.0,3.0,2021-02-17 13:03:22,1,391.0
ID2745,Becky,Technical Support,1,93.0,3.0,2021-02-17 13:24:58,1,336.0
ID2746,Joe,Streaming,1,72.0,4.0,2021-02-17 13:24:58,1,172.0
ID2747,Greg,Admin Support,1,84.0,3.0,2021-02-17 13:36:29,1,272.0
ID2748,Stewart,Admin Support,0,,,2021-02-17 13:36:29,0,
ID2749,Jim,Admin Support,1,45.0,3.0,2021-02-17 14:19:41,1,124.0
ID2750,Stewart,Streaming,0,,,2021-02-17 14:19:41,0,
ID2751,Dan,Streaming,0,49.0,4.0,2021-02-17 14:29:46,1,81.0
ID2752,Becky,Admin Support,1,110.0,4.0,2021-02-17 14:29:46,1,366.0
ID2753,Diane,Technical Support,0,58.0,3.0,2021-02-17 14:32:38,1,133.0
ID2754,Joe,Contract related,1,35.0,4.0,2021-02-17 14:32:38,1,373.0
ID2755,Dan,Payment related,1,105.0,4.0,2021-02-17 15:02:53,1,70.0
ID2756,Diane,Payment related,1,99.0,3.0,2021-02-17 15:02:53,1,132.0
ID2757,Joe,Contract related,1,53.0,2.0,2021-02-17 15:10:05,1,242.0
ID2758,Greg,Contract related,0,50.0,4.0,2021-02-17 15:10:05,1,402.0
ID2759,Jim,Contract related,1,114.0,4.0,2021-02-17 15:46:05,1,152.0
ID2760,Stewart,Technical Support,0,,,2021-02-17 15:46:05,0,
ID2761,Diane,Payment related,0,,,2021-02-17 16:06:14,0,
ID2762,Dan,Payment related,1,87.0,4.0,2021-02-17 16:06:14,1,150.0
ID2763,Jim,Payment related,0,55.0,5.0,2021-02-17 16:14:53,1,67.0
ID2764,Martha,Admin Support,1,97.0,4.0,2021-02-17 16:14:53,1,354.0
ID2765,Martha,Payment related,0,12.0,3.0,2021-02-17 16:27:50,1,268.0
ID2766,Greg,Streaming,0,,,2021-02-17 16:27:50,0,
ID2767,Stewart,Admin Support,1,79.0,5.0,2021-02-17 16:36:29,1,181.0
ID2768,Martha,Technical Support,1,11.0,3.0,2021-02-17 16:36:29,1,383.0
ID2769,Stewart,Payment related,0,69.0,4.0,2021-02-17 17:11:02,1,39.0
ID2770,Jim,Admin Support,0,,,2021-02-17 17:11:02,0,
ID2771,Martha,Technical Support,0,,,2021-02-17 17:12:29,0,
ID2772,Jim,Admin Support,1,123.0,3.0,2021-02-17 17:12:29,1,108.0
ID2773,Joe,Admin Support,0,,,2021-02-17 17:44:10,0,
ID2774,Martha,Admin Support,0,48.0,4.0,2021-02-17 17:44:10,1,214.0
ID2775,Joe,Contract related,1,78.0,3.0,2021-02-17 17:54:14,1,417.0
ID2776,Joe,Technical Support,1,109.0,3.0,2021-02-17 17:54:14,1,244.0
ID2777,Dan,Technical Support,0,61.0,5.0,2021-02-18 09:23:02,1,354.0
ID2778,Greg,Payment related,1,86.0,2.0,2021-02-18 09:23:02,1,97.0
ID2779,Greg,Admin Support,1,74.0,4.0,2021-02-18 09:43:12,1,412.0
ID2780,Diane,Payment related,1,125.0,3.0,2021-02-18 09:43:12,1,293.0
ID2781,Becky,Contract related,0,64.0,2.0,2021-02-18 10:00:29,1,369.0
ID2782,Joe,Streaming,1,63.0,3.0,2021-02-18 10:00:29,1,126.0
ID2783,Greg,Admin Support,1,46.0,4.0,2021-02-18 10:13:26,1,396.0
ID2784,Greg,Admin Support,1,63.0,3.0,2021-02-18 10:13:26,1,255.0
ID2785,Joe,Contract related,1,96.0,4.0,2021-02-18 10:16:19,1,47.0
ID2786,Dan,Streaming,1,37.0,3.0,2021-02-18 10:16:19,1,265.0
ID2787,Dan,Contract related,1,73.0,4.0,2021-02-18 10:33:36,1,204.0
ID2788,Diane,Payment related,1,111.0,4.0,2021-02-18 10:33:36,1,138.0
ID2789,Joe,Payment related,0,,,2021-02-18 10:37:55,0,
ID2790,Joe,Streaming,1,79.0,2.0,2021-02-18 10:37:55,1,188.0
ID2791,Greg,Admin Support,0,,,2021-02-18 10:56:38,0,
ID2792,Dan,Admin Support,0,32.0,3.0,2021-02-18 10:56:38,1,336.0
ID2793,Dan,Contract related,1,60.0,3.0,2021-02-18 11:18:14,1,290.0
ID2794,Dan,Payment related,1,25.0,3.0,2021-02-18 11:18:14,1,331.0
ID2795,Jim,Payment related,1,72.0,4.0,2021-02-18 11:18:14,1,251.0
ID2796,Dan,Technical Support,1,82.0,3.0,2021-02-18 11:18:14,1,67.0
ID2797,Jim,Payment related,0,,,2021-02-18 11:25:26,0,
ID2798,Diane,Admin Support,1,104.0,4.0,2021-02-18 11:25:26,1,404.0
ID2799,Stewart,Technical Support,0,,,2021-02-18 11:34:05,0,
ID2800,Becky,Technical Support,1,102.0,5.0,2021-02-18 11:34:05,1,144.0
ID2801,Dan,Streaming,0,,,2021-02-18 11:38:24,0,
ID2802,Dan,Technical Support,0,,,2021-02-18 11:38:24,0,
ID2803,Martha,Streaming,0,86.0,3.0,2021-02-18 13:04:48,1,95.0
ID2804,Becky,Technical Support,1,93.0,2.0,2021-02-18 13:04:48,1,364.0
ID2805,Stewart,Admin Support,0,,,2021-02-18 13:33:36,0,
ID2806,Jim,Streaming,0,,,2021-02-18 13:33:36,0,
ID2807,Dan,Technical Support,1,39.0,2.0,2021-02-18 13:37:55,1,253.0
ID2808,Stewart,Admin Support,1,119.0,4.0,2021-02-18 13:37:55,1,46.0
ID2809,Martha,Contract related,0,,,2021-02-18 13:45:07,0,
ID2810,Stewart,Technical Support,1,71.0,3.0,2021-02-18 13:45:07,1,42.0
ID2811,Joe,Streaming,1,111.0,1.0,2021-02-18 13:48:00,1,414.0
ID2812,Martha,Streaming,0,120.0,1.0,2021-02-18 13:48:00,1,240.0
ID2813,Joe,Technical Support,0,,,2021-02-18 14:47:02,0,
ID2814,Diane,Admin Support,1,81.0,5.0,2021-02-18 14:47:02,1,182.0
ID2815,Jim,Payment related,0,,,2021-02-18 14:52:48,0,
ID2816,Martha,Streaming,1,40.0,1.0,2021-02-18 14:52:48,1,143.0
ID2817,Dan,Admin Support,1,114.0,5.0,2021-02-18 15:15:50,1,179.0
ID2818,Jim,Contract related,0,,,2021-02-18 15:15:50,0,
ID2819,Jim,Payment related,0,,,2021-02-18 16:00:29,0,
ID2820,Jim,Contract related,1,29.0,4.0,2021-02-18 16:00:29,1,48.0
ID2821,Jim,Technical Support,1,56.0,3.0,2021-02-18 16:03:22,1,390.0
ID2822,Diane,Technical Support,0,58.0,4.0,2021-02-18 16:03:22,1,165.0
ID2823,Martha,Technical Support,1,68.0,5.0,2021-02-18 16:58:05,1,182.0
ID2824,Jim,Admin Support,0,114.0,3.0,2021-02-18 16:58:05,1,65.0
ID2825,Greg,Technical Support,1,11.0,3.0,2021-02-18 16:59:31,1,188.0
ID2826,Becky,Streaming,1,46.0,3.0,2021-02-18 16:59:31,1,103.0
ID2827,Jim,Admin Support,1,78.0,4.0,2021-02-19 09:01:26,1,406.0
ID2828,Joe,Payment related,0,,,2021-02-19 09:01:26,0,
ID2829,Joe,Admin Support,1,53.0,3.0,2021-02-19 09:17:17,1,301.0
ID2830,Jim,Payment related,1,37.0,1.0,2021-02-19 09:17:17,1,201.0
ID2831,Diane,Streaming,1,111.0,4.0,2021-02-19 09:18:43,1,220.0
ID2832,Dan,Contract related,0,14.0,5.0,2021-02-19 09:18:43,1,54.0
ID2833,Diane,Streaming,1,82.0,3.0,2021-02-19 09:25:55,1,168.0
ID2834,Stewart,Contract related,0,,,2021-02-19 09:25:55,0,
ID2835,Dan,Payment related,0,,,2021-02-19 10:46:34,0,
ID2836,Jim,Admin Support,0,,,2021-02-19 10:46:34,0,
ID2837,Stewart,Contract related,1,69.0,3.0,2021-02-19 11:22:34,1,294.0
ID2838,Diane,Streaming,1,21.0,3.0,2021-02-19 11:22:34,1,414.0
ID2839,Becky,Payment related,1,113.0,2.0,2021-02-19 11:42:43,1,41.0
ID2840,Martha,Streaming,1,34.0,3.0,2021-02-19 11:42:43,1,211.0
ID2841,Jim,Payment related,0,26.0,3.0,2021-02-19 11:54:14,1,40.0
